,student_id,age,gender,family_income,internet_access,study_hours_per_day,attendance_rate,assignment_delay_days,travel_time_minutes,part_time_job,scholarship,stress_index,gpa,semester_gpa,cgpa,semester,department,parental_education,dropout
3443,9494,21.9,Male,40606.0,No,5.97,85.6,3,21.4,No,No,6.6,4.0,4.0,4.0,Year 3,Engineering,High School,0
3444,5319,20.6,Male,25870.0,Yes,2.8,81.0,3,19.8,No,No,5.4,1.0,0.95,0.89,Year 2,Arts,Master,0
3445,3817,20.2,Male,25000.0,No,2.32,80.5,2,28.2,Yes,Yes,10.0,0.42,0.0,0.0,Year 1,Arts,High School,1
3446,5730,20.9,Male,25000.0,Yes,4.78,81.1,3,60.0,No,Yes,6.4,2.36,2.16,2.15,Year 3,Business,Bachelor,0
3447,8904,21.4,Male,25000.0,Yes,4.3,77.1,4,28.8,No,Yes,5.2,1.9,2.05,2.07,Year 4,CS,Unknown,1
3448,7841,20.9,Male,26690.0,Yes,4.02,74.9,2,31.6,Yes,No,3.0,4.0,3.87,3.83,Year 3,Business,Unknown,0
3449,9890,18.5,Female,25000.0,Yes,4.9,73.7,4,59.5,No,No,5.7,2.55,2.83,2.79,Year 3,CS,Bachelor,0
3450,1622,17.8,Male,34612.0,Yes,2.09,68.5,0,53.2,No,No,6.9,1.54,1.51,1.51,Year 1,Science,High School,1
3451,9424,21.3,Female,25000.0,Yes,3.89,84.2,0,13.4,Yes,No,5.1,4.0,4.0,4.0,Year 4,Business,High School,0
3452,6308,22.9,Female,26622.0,Yes,5.92,71.5,2,20.4,Yes,No,2.8,2.27,2.91,2.92,Year 3,Engineering,High School,0
3453,9305,23.2,Female,38618.0,Yes,5.79,85.7,0,32.5,No,No,6.9,3.16,3.2,3.2,Year 3,Science,High School,0
3454,8903,18.9,Male,34628.0,Yes,5.92,84.7,1,38.0,Yes,No,4.1,2.98,3.19,3.19,Year 2,Business,High School,0
3455,1097,21.2,Female,25667.0,Yes,5.7,74.3,2,38.5,No,Yes,1.0,4.0,3.67,3.67,Year 1,Science,Bachelor,0
3456,8058,20.4,Female,25000.0,Yes,1.98,72.6,2,36.1,Yes,No,6.6,1.16,1.59,1.54,Year 2,Engineering,Master,0
3457,9482,20.0,Male,25000.0,Yes,2.0,78.6,0,24.1,Yes,Yes,6.2,2.32,2.3,2.32,Year 4,Business,High School,0
3458,2464,18.3,Female,33788.0,Yes,3.72,89.7,1,37.9,No,No,4.0,3.09,2.98,3.0,Year 4,Arts,Bachelor,0
3459,8290,17.0,Female,60738.0,Yes,3.91,80.3,4,14.8,No,No,4.4,2.37,2.55,2.5,Year 3,Arts,High School,0
3460,1789,21.7,Male,27498.0,No,4.55,89.9,1,22.8,Yes,No,6.3,2.51,2.74,2.71,Year 2,Science,PhD,0
3461,251,18.2,Male,47848.0,Yes,4.58,80.4,2,34.9,Yes,No,6.8,2.7,2.88,2.82,Year 4,Arts,High School,0
3462,9927,19.2,Male,27092.0,Yes,5.93,80.9,2,41.2,No,No,6.4,2.79,2.87,2.87,Year 1,CS,Bachelor,0
3463,6192,18.6,Male,40950.0,Yes,4.4,82.6,2,31.7,Yes,No,4.6,2.97,2.89,2.91,Year 3,Business,Bachelor,1
3464,9651,23.5,Female,48580.0,Yes,3.69,94.1,0,40.1,No,No,4.3,4.0,4.0,4.0,Year 4,Engineering,High School,0
3465,193,21.5,Male,25000.0,No,5.53,85.9,3,19.8,No,No,5.2,2.93,2.67,2.67,Year 1,CS,PhD,0
3466,821,19.9,Male,38780.0,Yes,3.95,81.4,1,44.5,No,No,6.1,0.71,0.62,0.67,Year 2,Science,High School,1
3467,9628,26.3,Male,29822.0,Yes,0.5,82.2,3,14.9,No,No,3.6,0.28,0.41,0.4,Year 4,Arts,Bachelor,1
3468,5715,21.9,Female,25000.0,Yes,3.85,89.8,3,47.0,No,No,4.6,0.88,0.73,0.77,Year 4,Arts,High School,1
3469,7196,21.7,Female,64364.0,Yes,4.46,84.2,2,46.5,Yes,No,6.2,2.38,2.43,2.43,Year 4,Engineering,Bachelor,1
3470,5716,20.1,Female,25000.0,Yes,5.18,80.7,4,55.9,Yes,No,7.2,3.59,3.29,3.32,Year 4,Science,Bachelor,0
3472,9291,19.5,Female,27331.0,Yes,2.92,92.8,0,38.4,No,No,5.3,1.62,1.86,1.86,Year 1,Arts,Bachelor,1
3473,5389,18.1,Female,30036.0,Yes,3.38,88.4,1,17.8,No,No,3.0,4.0,4.0,4.0,Year 3,Science,Bachelor,0
3474,4167,20.3,Female,25000.0,Yes,6.57,91.3,2,19.1,Yes,No,4.5,3.84,4.0,3.97,Year 4,Business,Master,0
3475,4952,23.8,Male,25741.0,Yes,4.38,77.3,1,44.2,Yes,No,4.7,3.38,3.18,3.23,Year 3,Arts,Master,0
3476,2688,17.6,Female,30208.0,Yes,3.98,77.2,2,22.8,Yes,Yes,4.5,1.33,1.31,1.27,Year 3,Engineering,Master,1
3477,4391,22.1,Female,46182.0,Yes,3.08,83.8,1,34.5,Yes,No,7.9,1.85,1.86,1.84,Year 3,Arts,Bachelor,0
3478,5861,23.7,Female,25000.0,Yes,0.54,96.5,1,26.1,Yes,Yes,4.4,4.0,4.0,3.96,Year 3,Arts,Bachelor,0
3479,5982,24.6,Female,42084.0,Yes,4.42,56.5,2,39.2,Yes,No,7.7,0.59,0.65,0.63,Year 4,CS,Master,0
3480,4928,21.5,Female,25000.0,Yes,3.07,84.2,2,16.8,No,No,4.4,3.17,3.06,3.03,Year 2,Engineering,Bachelor,0
3481,6736,22.1,Female,25000.0,Yes,4.08,69.9,1,14.0,No,No,5.6,2.65,2.61,2.56,Year 2,Business,High School,0
3482,2608,17.0,Male,25000.0,Yes,5.26,84.4,3,28.5,No,No,6.7,1.74,1.29,1.31,Year 4,Science,Bachelor,0
3483,7467,20.3,Male,38272.0,Yes,2.71,86.0,2,6.6,Yes,No,3.6,4.0,4.0,3.98,Year 4,Business,Bachelor,0
3484,239,19.5,Female,39128.0,No,4.31,80.2,0,20.5,No,No,6.6,2.82,2.65,2.65,Year 3,Business,Bachelor,0
3485,4016,19.7,Female,41087.0,Yes,3.82,96.1,1,41.0,Yes,No,3.2,2.56,2.15,2.21,Year 3,CS,Bachelor,1
3486,9263,22.3,Female,54795.0,No,2.61,89.1,1,58.0,Yes,No,7.3,2.62,2.44,2.52,Year 4,Science,High School,0
3487,2978,19.1,Female,39735.0,Yes,3.31,66.6,2,33.5,No,Yes,7.2,2.3,2.67,2.68,Year 4,Engineering,Bachelor,0
3488,5713,22.9,Male,25000.0,No,5.49,65.7,4,39.0,No,Yes,6.2,1.9,2.11,2.16,Year 3,Arts,Bachelor,1
3489,9857,19.1,Female,40177.0,Yes,2.82,91.7,1,44.2,No,No,3.7,4.0,3.98,4.0,Year 2,Science,Bachelor,0
3490,5474,19.9,Male,56852.0,Yes,4.21,91.1,0,8.4,Yes,No,5.0,1.91,1.72,1.74,Year 2,CS,High School,0
3491,946,18.6,Male,36451.0,Yes,1.33,89.8,0,26.2,No,Yes,9.0,0.0,0.0,0.0,Year 2,Engineering,Bachelor,1
3492,8252,18.7,Male,28160.0,No,3.59,85.4,1,20.1,No,No,6.5,1.74,1.55,1.55,Year 1,CS,Master,1
3493,7682,19.2,Female,35593.0,Yes,6.63,82.7,1,24.1,No,No,3.3,3.82,3.93,3.98,Year 2,Science,Bachelor,0
3494,5098,18.5,Male,25000.0,Yes,2.83,86.2,2,47.7,No,Yes,7.5,1.52,1.05,1.03,Year 3,Science,Master,0
3495,6806,20.7,Male,35942.0,Yes,3.05,87.4,1,44.2,No,No,5.3,3.1,2.96,2.98,Year 4,Science,Bachelor,0
3496,5804,25.0,Female,63456.0,Yes,3.41,86.7,2,15.5,Yes,No,2.8,3.44,3.84,3.84,Year 1,Engineering,Bachelor,0
3497,3553,21.8,Female,48355.0,Yes,4.77,80.8,2,28.5,No,No,5.9,2.81,1.96,1.97,Year 4,Science,Master,0
3498,9970,19.4,Male,67555.0,Yes,2.43,77.5,0,29.8,No,Yes,6.5,1.92,1.63,1.57,Year 4,Engineering,Master,1
3499,3361,18.5,Male,62429.0,Yes,3.8,82.6,6,22.7,No,No,5.7,1.57,1.31,1.31,Year 1,Engineering,Master,0
3500,8250,22.5,Female,31390.0,Yes,5.45,80.0,4,12.1,No,No,5.2,3.18,2.93,2.92,Year 2,Engineering,Master,0
3501,2411,22.8,Male,25000.0,Yes,4.1,82.9,3,25.6,No,No,6.4,1.35,1.24,1.19,Year 3,Business,Bachelor,1
3503,8463,22.0,Female,25000.0,Yes,3.29,84.5,1,34.7,Yes,Yes,4.5,0.97,0.53,0.45,Year 2,Science,Bachelor,1
3504,3983,27.9,Male,47693.0,Yes,1.52,93.4,1,18.4,Yes,No,5.1,2.99,3.25,3.27,Year 3,Business,Bachelor,0
3505,147,18.3,Male,25000.0,Yes,3.41,78.9,1,13.6,No,Yes,4.0,1.81,1.98,1.91,Year 2,Business,High School,0
3506,6649,23.4,Male,30725.0,Yes,1.6,74.1,3,14.9,No,Yes,5.9,1.09,0.81,0.73,Year 4,Science,High School,0
3507,2295,19.2,Female,25000.0,Yes,4.01,83.7,5,34.3,Yes,No,4.2,3.51,3.56,3.61,Year 4,Science,Bachelor,0
3508,2254,21.0,Female,25000.0,Yes,3.3,83.7,2,17.7,No,No,6.7,2.69,2.49,2.53,Year 4,Business,Master,0
3509,3612,21.2,Female,25000.0,Yes,3.8,78.0,1,44.6,No,No,6.6,1.56,1.5,1.5,Year 1,Science,Unknown,1
3510,5354,23.6,Male,31843.0,Yes,2.97,75.5,3,13.7,No,No,5.4,4.0,3.98,3.97,Year 2,Arts,High School,0
3511,1737,18.7,Female,32072.0,Yes,3.64,92.7,2,35.2,No,Yes,4.2,2.46,2.74,2.78,Year 2,Business,Bachelor,0
3512,7916,21.0,Male,64107.0,Yes,3.8,75.2,3,14.8,No,No,3.8,3.57,2.93,2.89,Year 3,Science,High School,0
3513,7660,19.2,Female,38390.0,No,3.63,84.0,3,40.9,Yes,Yes,8.1,1.74,2.23,2.28,Year 2,Arts,Bachelor,1
3514,115,20.6,Male,25000.0,Yes,5.31,75.7,1,29.0,Yes,No,7.2,1.81,1.49,1.49,Year 4,Business,High School,0
3516,5650,23.1,Female,25000.0,Yes,4.7,89.1,2,15.6,No,Yes,3.9,4.0,3.83,3.73,Year 4,Business,Master,0
3517,9845,20.1,Female,25000.0,No,2.38,86.1,1,19.5,Yes,No,7.4,2.87,2.57,2.6,Year 4,Engineering,High School,0
3518,499,19.1,Male,42437.0,Yes,6.29,84.1,3,14.3,No,Yes,5.5,2.89,2.66,2.58,Year 2,Business,High School,1
3519,7823,19.9,Female,25000.0,Yes,4.76,66.3,1,38.4,Yes,Yes,3.9,1.59,1.51,1.46,Year 4,Science,Bachelor,1
3520,721,21.7,Female,25000.0,Yes,3.28,80.4,1,40.4,No,Yes,4.7,4.0,4.0,4.0,Year 2,CS,Master,0
3521,7259,19.7,Female,25000.0,Yes,3.56,85.4,1,40.4,No,Yes,6.3,2.61,2.52,2.52,Year 3,Business,PhD,0
3522,8844,20.4,Female,25000.0,No,3.84,77.6,4,19.3,No,Yes,3.5,1.27,1.48,1.4,Year 2,Arts,Bachelor,0
3523,5731,20.7,Female,25000.0,Yes,4.32,77.3,4,27.0,No,No,6.2,2.54,2.12,2.15,Year 4,Business,Bachelor,0
3524,3090,21.3,Male,25000.0,Yes,4.24,84.7,2,38.8,No,Yes,8.2,2.61,2.64,2.64,Year 1,Business,Master,0
3525,7227,20.9,Male,43622.0,Yes,4.13,82.2,2,33.7,Yes,Yes,5.6,2.78,2.94,3.04,Year 2,Business,PhD,0
3526,7307,23.2,Female,52909.0,Yes,4.6,72.9,2,33.6,Yes,Yes,5.0,3.36,3.11,3.11,Year 1,Science,High School,0
3527,6509,18.3,Female,41121.0,No,4.28,78.2,1,43.9,No,No,5.5,1.13,0.96,0.96,Year 2,Arts,High School,0
3528,597,20.4,Female,57494.0,No,2.98,90.8,1,44.1,No,No,6.3,3.37,3.62,3.62,Year 1,Engineering,Master,0
3529,9093,18.5,Female,29720.0,Yes,4.04,86.1,2,37.7,No,No,4.7,2.47,2.47,2.47,Year 1,Engineering,Master,0
3530,6096,22.6,Male,25000.0,Yes,4.86,87.8,2,19.7,No,No,5.7,1.13,1.02,0.95,Year 3,Engineering,High School,0
3531,6054,22.9,Female,29241.0,Yes,3.98,79.9,1,35.5,Yes,No,7.4,3.18,3.52,3.52,Year 1,Engineering,Master,0
3532,5165,22.7,Male,25000.0,Yes,4.35,83.0,1,28.7,No,No,7.1,1.39,1.53,1.56,Year 2,CS,Bachelor,0
3533,1648,23.2,Female,43164.0,Yes,3.64,89.4,1,5.0,No,Yes,9.7,1.47,1.45,1.48,Year 4,Arts,High School,0
3535,6921,21.6,Female,25000.0,Yes,0.5,72.1,3,24.0,Yes,No,4.3,2.13,2.04,2.13,Year 3,Arts,Master,0
3536,2701,21.9,Male,65186.0,Yes,3.03,76.3,1,33.1,Yes,No,2.6,1.8,1.55,1.51,Year 2,Engineering,Master,0
3537,8204,19.2,Female,40537.0,Yes,4.13,84.2,4,32.0,No,No,3.8,1.81,1.74,1.76,Year 2,Business,Master,1
3538,1701,21.8,Female,41619.0,Yes,5.93,85.3,1,36.3,No,Yes,4.4,4.0,3.95,4.0,Year 3,CS,High School,0
3539,8944,21.8,Female,51410.0,Yes,4.32,77.1,2,35.5,Yes,No,7.7,1.18,0.94,0.9,Year 3,Business,High School,1
3540,5405,19.1,Female,56223.0,Yes,6.7,83.0,1,5.0,Yes,Yes,8.6,2.04,1.73,1.73,Year 1,Engineering,Unknown,0
3541,7220,17.2,Female,25000.0,Yes,3.18,83.8,2,40.6,No,No,5.2,2.82,2.98,2.98,Year 1,Business,Bachelor,0
3542,7503,22.7,Female,43003.0,Yes,4.36,81.3,1,37.4,Yes,No,4.3,2.61,2.98,2.99,Year 4,Science,Master,1
3543,2943,22.4,Female,66671.0,Yes,5.86,78.4,2,18.0,No,No,1.0,1.98,2.16,2.23,Year 2,Engineering,High School,0
3544,6302,17.8,Male,25768.0,Yes,3.37,76.7,1,27.6,No,No,7.3,1.13,1.02,1.05,Year 3,Business,High School,1
3545,87,23.0,Female,25000.0,Yes,2.46,100.0,1,32.8,No,Yes,4.3,3.12,3.19,3.2,Year 3,Arts,Master,0
3546,2309,22.2,Female,56745.0,Yes,4.55,72.4,1,17.8,No,Yes,5.3,3.14,3.32,3.32,Year 1,Engineering,Bachelor,0
3547,2678,17.6,Female,27132.0,Yes,3.84,77.8,1,39.8,No,No,5.0,3.04,2.63,2.65,Year 3,Business,Bachelor,0
3548,8217,24.3,Female,45135.0,No,4.26,84.4,1,32.5,Yes,No,5.4,0.99,0.73,0.73,Year 1,Business,High School,0
3549,7730,21.4,Male,60136.0,Yes,3.79,89.6,2,7.8,No,No,2.3,3.06,3.37,3.36,Year 2,Arts,High School,0
3550,2595,22.9,Female,53265.0,Yes,4.02,94.7,1,43.8,No,No,4.0,4.0,4.0,3.92,Year 2,Science,High School,0
3552,1030,18.7,Male,35057.0,No,3.52,80.3,3,43.0,Yes,No,6.4,0.44,0.46,0.46,Year 1,Arts,High School,1
3553,137,19.3,Female,25000.0,Yes,3.75,77.7,2,21.0,Yes,No,3.4,2.18,2.3,2.29,Year 3,CS,PhD,0
3554,6832,19.3,Female,25000.0,Yes,4.67,68.8,0,31.8,No,No,3.6,2.18,1.7,1.69,Year 2,Arts,High School,0
3555,7815,21.3,Female,66684.0,Yes,4.49,65.0,0,33.4,No,Yes,2.1,1.24,1.12,1.12,Year 1,Engineering,Bachelor,0
3557,4410,22.9,Male,34453.0,Yes,4.9,84.9,1,41.5,No,No,7.4,2.64,2.8,2.91,Year 2,CS,Master,0
3558,1201,21.3,Female,36124.0,Yes,2.19,88.5,1,30.3,Yes,No,3.0,4.0,4.0,4.0,Year 3,Arts,Bachelor,0
3560,9518,23.6,Male,60722.0,Yes,4.28,76.9,1,12.6,No,No,5.1,4.0,4.0,3.93,Year 2,Science,Bachelor,0
3561,6595,17.0,Male,52062.0,Yes,4.04,77.9,3,38.8,No,No,3.9,1.21,1.15,1.14,Year 3,Science,High School,1
3562,567,17.0,Female,42098.0,Yes,6.32,86.9,3,37.3,Yes,No,3.1,4.0,3.94,3.93,Year 4,CS,Bachelor,0
3563,7329,18.0,Male,25000.0,No,2.0,92.2,1,26.1,No,No,7.7,0.0,0.01,0.02,Year 2,CS,Master,1
3564,5431,19.5,Male,27815.0,Yes,2.63,82.8,1,35.0,Yes,Yes,8.4,0.71,0.46,0.48,Year 3,Business,Master,1
3565,3928,22.0,Male,25000.0,Yes,4.77,85.9,3,45.0,No,Yes,5.0,2.83,3.02,3.02,Year 1,CS,Bachelor,0
3568,7123,19.9,Male,55374.0,Yes,4.62,71.4,2,38.7,Yes,Yes,4.6,3.01,2.59,2.57,Year 2,Arts,Unknown,0
3569,6573,25.7,Female,49454.0,Yes,3.54,64.7,2,51.7,No,Yes,6.7,1.81,1.77,1.78,Year 2,Science,Master,0
3571,8914,21.6,Female,25000.0,No,3.15,98.4,0,27.7,No,No,5.2,3.67,3.82,3.74,Year 4,Science,High School,0
3572,8276,21.8,Female,25415.0,Yes,5.33,71.6,3,37.9,No,No,6.9,1.29,1.17,1.12,Year 2,Arts,Bachelor,0
3573,2331,20.4,Female,25000.0,Yes,6.54,96.9,2,25.6,No,No,4.2,3.12,2.55,2.6,Year 3,Science,Bachelor,0
3574,3516,22.0,Male,25000.0,Yes,3.91,78.3,2,44.7,No,Yes,5.9,3.16,3.04,3.04,Year 1,Arts,High School,0
3575,2188,20.4,Female,42098.0,No,5.55,90.3,3,20.3,Yes,Yes,2.5,4.0,4.0,3.96,Year 2,Engineering,Master,0
3577,7258,22.4,Female,25810.0,No,3.84,88.9,1,35.7,No,Yes,8.4,1.59,1.97,1.97,Year 1,CS,PhD,1
3578,5667,22.5,Male,60916.0,Yes,7.06,83.1,0,18.8,No,No,5.1,0.21,0.57,0.62,Year 4,Business,Bachelor,1
3579,5060,20.1,Male,62485.0,Yes,5.6,82.3,3,26.6,No,No,7.4,3.85,3.9,3.86,Year 2,CS,Master,0
3580,803,21.2,Male,25000.0,Yes,4.13,87.3,5,35.3,No,No,4.9,3.39,3.23,3.23,Year 1,CS,High School,0
3581,8849,19.9,Male,25000.0,Yes,2.91,92.9,5,24.1,Yes,Yes,8.0,1.22,1.2,1.21,Year 2,Arts,High School,0
3582,9929,22.5,Female,25000.0,No,5.71,81.9,1,34.4,No,Yes,6.0,3.79,3.78,3.78,Year 1,Arts,Master,0
3583,2069,24.1,Male,25000.0,Yes,4.5,84.8,0,20.8,No,No,6.7,1.18,1.25,1.25,Year 1,Business,High School,0
3584,9083,20.7,Male,42856.0,Yes,1.88,83.0,1,5.0,No,No,3.4,2.99,2.82,2.82,Year 1,Engineering,High School,0
3585,8745,25.5,Female,39507.0,Yes,6.18,80.8,0,23.5,No,No,6.2,2.26,2.05,2.11,Year 4,Business,High School,1
3586,645,20.5,Male,52616.0,Yes,2.59,77.5,2,27.2,Yes,Yes,3.5,1.45,1.73,1.73,Year 1,Engineering,High School,0
3587,9375,19.2,Female,32725.0,No,3.51,69.8,3,30.0,No,No,5.4,0.92,0.77,0.77,Year 1,CS,High School,0
3588,5104,21.2,Female,25880.0,No,4.7,100.0,0,44.6,Yes,No,3.8,4.0,3.92,3.97,Year 3,Business,Master,0
3589,5461,20.9,Male,25000.0,Yes,7.32,82.6,3,27.4,No,Yes,2.7,3.33,3.9,3.87,Year 3,Engineering,High School,0
3590,1638,21.9,Female,25000.0,Yes,3.51,75.4,2,29.8,Yes,No,7.9,3.46,2.72,2.68,Year 3,CS,PhD,0
3591,121,22.7,Male,72592.0,No,4.59,75.8,3,50.7,No,Yes,5.5,2.31,1.81,1.83,Year 2,Arts,Bachelor,1
3592,2982,23.8,Male,39356.0,Yes,5.94,83.3,2,34.9,Yes,Yes,5.4,3.6,3.49,3.51,Year 3,Engineering,Master,0
3593,5070,21.6,Male,28440.0,Yes,3.91,87.7,1,46.5,No,Yes,5.8,1.61,1.98,2.0,Year 2,Arts,Bachelor,1
3594,3075,19.4,Female,25000.0,Yes,6.33,82.2,7,7.9,Yes,No,6.5,1.4,1.46,1.47,Year 2,Business,Bachelor,1
3595,8928,20.3,Female,25000.0,Yes,3.97,73.1,1,31.8,No,Yes,5.3,0.0,0.69,0.68,Year 3,CS,Bachelor,0
3596,3279,21.2,Male,63235.0,Yes,2.64,84.5,1,28.9,Yes,Yes,6.2,1.93,1.79,1.79,Year 1,Arts,High School,0
3597,2136,19.7,Male,35865.0,Yes,2.38,77.9,1,34.3,No,No,3.0,2.49,2.42,2.39,Year 2,Arts,Bachelor,0
3598,8942,25.1,Male,30726.0,Yes,4.26,92.6,2,30.2,No,Yes,5.9,1.4,1.32,1.35,Year 3,Science,Bachelor,1
3599,4971,24.4,Male,25728.0,Yes,3.69,90.2,3,37.2,Yes,No,6.3,0.29,0.59,0.66,Year 4,CS,Unknown,0
3600,6196,20.7,Male,36242.0,Yes,5.28,85.4,5,33.7,No,No,5.4,1.65,1.35,1.35,Year 1,CS,Bachelor,0
3601,135,19.0,Female,58958.0,Yes,4.93,98.0,1,52.0,No,No,3.5,2.8,2.78,2.72,Year 4,Science,Master,0
3602,7732,21.5,Female,30555.0,Yes,4.37,77.1,5,38.4,Yes,No,3.5,2.51,2.35,2.35,Year 1,Business,Master,0
3603,5325,21.4,Male,61889.0,Yes,3.81,91.8,0,30.1,No,No,8.5,1.02,0.99,0.92,Year 4,Engineering,Bachelor,0
3604,9641,17.3,Female,27912.0,Yes,3.65,83.9,1,33.2,Yes,No,4.3,3.49,3.69,3.73,Year 4,Science,Unknown,0
3605,6161,21.3,Female,31153.0,No,4.06,86.7,2,31.5,No,Yes,4.0,1.62,2.26,2.26,Year 1,CS,High School,0
3606,2560,23.0,Male,30937.0,No,3.83,80.0,1,49.5,Yes,No,4.8,0.4,0.33,0.33,Year 1,Arts,High School,0
3607,63,18.6,Male,25000.0,Yes,6.55,100.0,0,15.5,Yes,Yes,5.8,3.17,3.13,3.13,Year 1,Engineering,Bachelor,0
3608,1359,17.7,Female,25000.0,Yes,4.69,84.4,3,48.4,No,No,3.8,3.77,3.71,3.66,Year 2,Engineering,High School,0
3609,6726,23.6,Female,25000.0,Yes,3.96,84.0,1,12.2,Yes,Yes,8.2,0.71,0.73,0.68,Year 3,Arts,Bachelor,1
3610,2468,21.1,Male,25000.0,Yes,5.23,80.9,2,27.8,Yes,No,5.0,2.65,2.89,2.85,Year 2,Science,High School,0
3611,680,23.8,Male,39814.0,Yes,3.33,73.3,3,39.5,No,No,3.3,3.25,3.2,3.21,Year 4,Engineering,High School,0
3612,6798,24.5,Male,51350.0,Yes,5.14,76.9,2,11.6,No,Yes,9.9,1.57,1.58,1.53,Year 2,Engineering,High School,0
3613,742,18.2,Female,26533.0,Yes,2.9,86.6,3,21.5,Yes,Yes,6.1,2.52,2.47,2.47,Year 1,CS,Bachelor,0
3614,5308,19.1,Male,25000.0,Yes,3.28,78.2,0,29.9,No,No,5.8,2.35,2.2,2.2,Year 1,Business,Bachelor,0
3615,7628,22.1,Male,25000.0,Yes,3.38,97.7,1,5.0,No,No,4.9,2.14,1.83,1.83,Year 1,Business,High School,0
3616,3642,20.6,Male,36377.0,Yes,1.57,79.3,3,24.5,Yes,Yes,4.3,0.7,0.88,0.83,Year 3,Business,High School,0
3617,445,18.1,Male,34200.0,Yes,5.02,80.0,1,32.9,No,No,4.3,4.0,3.83,3.83,Year 1,Arts,High School,0
3620,4664,20.0,Female,25000.0,Yes,4.9,77.7,0,31.7,No,No,6.5,1.87,2.01,2.09,Year 2,Business,Bachelor,1
3621,1874,22.7,Female,33314.0,Yes,3.25,89.2,0,23.4,No,No,6.0,1.69,1.79,1.78,Year 2,Science,Bachelor,0
3622,6367,20.5,Male,52805.0,Yes,1.95,82.6,0,15.0,Yes,No,4.8,3.13,2.79,2.74,Year 2,Science,Master,0
3623,2597,19.7,Female,25000.0,Yes,5.11,69.6,3,34.4,No,No,5.8,2.5,2.24,2.31,Year 3,Business,Bachelor,0
3624,1718,21.4,Female,25000.0,Yes,2.76,78.2,1,16.5,Yes,Yes,8.2,1.01,0.93,0.83,Year 2,Business,High School,1
3627,4028,20.4,Female,27042.0,Yes,3.85,78.9,1,18.3,No,No,5.3,3.32,3.69,3.7,Year 4,Business,Unknown,1
3628,5489,19.4,Female,25000.0,Yes,1.09,77.4,2,7.9,Yes,No,5.2,3.12,2.88,2.86,Year 4,Science,Bachelor,0
3629,8635,18.6,Female,25000.0,Yes,1.0,77.8,4,25.3,No,No,3.4,3.75,3.46,3.51,Year 3,Engineering,High School,0
3630,8038,17.9,Female,43747.0,Yes,3.06,81.0,3,26.3,No,Yes,6.7,0.99,0.37,0.32,Year 2,Engineering,Master,0
3631,9233,21.2,Female,25000.0,Yes,4.17,80.5,3,46.2,Yes,No,9.1,1.0,0.94,0.98,Year 2,Engineering,Master,1
3632,490,22.9,Male,36381.0,Yes,4.75,94.2,1,31.8,No,Yes,5.4,2.32,2.14,2.18,Year 2,Science,High School,0
3633,494,19.1,Female,32498.0,Yes,3.31,63.1,3,29.1,Yes,No,8.7,0.4,0.55,0.56,Year 3,Business,High School,1
3634,691,20.2,Female,32645.0,Yes,5.35,76.9,4,41.9,No,No,3.8,3.47,3.6,3.62,Year 3,Science,High School,0
3635,3822,21.6,Male,25000.0,Yes,4.65,69.0,1,13.0,Yes,No,5.9,3.4,3.49,3.52,Year 4,Engineering,Bachelor,0
3637,1912,25.9,Male,40055.0,Yes,6.03,95.8,1,51.7,No,No,7.8,2.76,3.15,3.15,Year 1,Engineering,PhD,0
3638,1015,24.8,Female,25000.0,Yes,4.29,85.5,5,50.3,Yes,No,3.8,3.33,3.43,3.43,Year 2,CS,Bachelor,0
3639,6157,20.7,Female,43929.0,Yes,5.28,64.1,2,44.6,Yes,Yes,6.2,1.35,1.22,1.22,Year 1,Science,Master,0
3640,1994,22.6,Female,35396.0,Yes,3.81,75.0,1,36.7,No,Yes,4.8,2.29,2.26,2.33,Year 4,Business,High School,0
3641,5770,17.4,Female,45165.0,Yes,2.61,79.0,2,22.9,No,No,4.8,2.35,1.49,1.51,Year 4,Science,Unknown,1
3642,3758,25.5,Female,34705.0,No,3.25,82.4,0,11.6,No,Yes,3.7,2.63,3.08,3.06,Year 3,Business,High School,1
3643,2367,19.8,Female,50964.0,Yes,3.31,82.2,1,22.4,No,No,5.2,2.54,2.55,2.56,Year 3,Arts,PhD,0
3644,5284,22.3,Female,25000.0,Yes,4.16,84.3,2,31.5,No,No,4.6,4.0,4.0,4.0,Year 2,Arts,Bachelor,0
3645,4371,17.2,Female,25000.0,Yes,2.94,80.3,2,36.0,Yes,Yes,5.7,1.99,2.71,2.68,Year 4,Arts,High School,1
3646,6884,20.6,Male,25000.0,Yes,2.17,85.5,2,16.4,No,No,4.4,1.72,2.27,2.27,Year 1,Engineering,Bachelor,0
3647,7012,21.1,Female,25000.0,Yes,2.74,86.9,0,36.9,No,Yes,6.4,2.26,2.12,2.06,Year 2,Business,High School,0
3648,1362,22.3,Male,61229.0,Yes,2.76,82.4,0,25.0,No,No,6.1,3.46,3.6,3.53,Year 4,Arts,Bachelor,0
3649,8462,17.0,Female,27423.0,Yes,2.95,75.4,1,57.5,No,No,4.2,3.69,3.21,3.21,Year 1,CS,Master,0
3650,1527,25.1,Male,28390.0,Yes,4.15,72.1,0,15.8,No,Yes,6.3,0.77,1.14,1.16,Year 4,Engineering,High School,0
3652,8508,19.2,Female,58336.0,Yes,2.69,91.6,3,47.8,Yes,No,5.2,3.88,3.67,3.6,Year 3,Arts,Bachelor,0
