Unnamed: 0,age,family_income,study_hours_per_day,attendance_rate,assignment_delay_days,travel_time_minutes,stress_index,gpa,gender_Male,internet_access_Yes,part_time_job_Yes,scholarship_Yes,semester_Year 2,semester_Year 3,semester_Year 4,department_Business,department_CS,department_Engineering,department_Science,parental_education_High School,parental_education_Master,parental_education_PhD,parental_education_Unknown,gpa_trend,study_efficiency,low_income_high_travel,dropout
3777,18.8,25000.0,4.9,77.2,1,19.3,3.4,3.64,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,-0.0900000000000003,1.346150147939154,0,0
3778,17.0,29618.0,4.97,88.4,1,15.6,5.6,2.36,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,0.020000000000000018,2.1059232799861016,0,0
3779,19.4,25000.0,6.3,87.6,3,31.9,7.0,2.47,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,-0.22999999999999998,2.550596961145906,1,0
3781,18.8,25000.0,2.94,82.0,4,26.1,4.0,1.18,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,0.41000000000000014,2.4915043092855145,0,1
3782,23.3,25000.0,4.05,79.8,0,40.6,6.0,1.69,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False,0.13000000000000012,2.3964355240501534,1,1
3783,21.0,25000.0,4.18,87.8,1,31.0,5.4,3.35,True,True,True,True,False,True,False,True,False,False,False,False,True,False,False,0.06000000000000005,1.2477574693806883,1,0
3784,19.6,25000.0,4.1,73.4,3,7.2,6.6,1.45,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,0.010000000000000009,2.827566706436507,0,0
3785,23.0,25000.0,3.26,78.3,3,31.5,6.2,2.45,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,0.07999999999999963,1.3306068138497391,1,0
3786,22.6,58250.0,3.6,100.0,0,31.3,5.5,3.33,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.020000000000000018,1.0810778346010972,0,0
3787,18.5,25000.0,5.16,86.2,0,21.5,5.3,2.68,True,True,True,True,False,False,True,False,True,False,False,False,False,True,False,0.31000000000000005,1.9253659501270517,0,0
3788,19.2,47178.0,2.27,93.3,1,29.5,8.1,2.54,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,0.009999999999999787,0.8936972689083901,0,0
3789,26.2,25000.0,3.44,69.1,0,38.7,5.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.31999999999999995,3.4399656003439962,1,0
3790,19.8,66695.0,5.37,81.2,0,28.3,1.3,3.86,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.14000000000000012,1.3911881057302962,0,0
3791,19.4,25000.0,6.36,84.3,3,34.4,4.0,3.79,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,-0.29000000000000004,1.6780958361587437,1,0
3792,23.5,25000.0,5.6,73.7,1,13.9,5.5,1.65,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.1399999999999999,3.393918824734395,0,1
3793,21.1,32587.0,4.22,87.3,3,17.9,2.9,2.89,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,0.08999999999999986,1.460202559852734,0,0
3794,20.0,25000.0,4.89,77.9,0,32.5,4.6,3.36,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,0.29000000000000004,1.4553528114499659,1,0
3795,21.0,31322.0,4.79,72.2,1,22.2,7.9,0.65,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,0.83,7.3691173981938745,0,1
3796,22.2,25000.0,5.56,85.6,4,56.4,6.6,1.92,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,0.1299999999999999,2.8958182509466095,1,0
3797,17.5,25000.0,3.24,76.8,0,36.3,6.4,1.43,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,0.010000000000000009,2.2657184215495,1,0
3798,21.8,25000.0,3.69,82.1,2,28.7,6.4,1.79,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,-0.18999999999999995,2.0614409975363266,0,1
3799,20.8,25000.0,4.78,86.3,3,40.3,5.2,4.0,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,-0.5099999999999998,1.194997012507469,1,0
3800,17.0,36078.0,4.09,83.5,1,37.5,5.2,4.0,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,1.0224974437563907,0,1
3801,21.0,42396.0,3.78,82.7,4,10.0,5.6,3.08,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,-0.27,1.2272687426339524,0,0
3802,20.6,42980.0,2.94,78.9,4,45.8,6.2,1.65,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,-0.11999999999999988,1.7818073829855576,0,1
3803,18.2,26532.0,4.62,93.1,1,31.7,5.9,1.91,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,-0.17999999999999994,2.4188355034790394,1,0
3804,21.5,25000.0,4.1,77.1,2,32.6,7.1,2.26,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,-0.1299999999999999,1.8141512648174123,1,0
3805,19.2,25000.0,5.43,84.0,1,34.8,7.1,1.39,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,0.3400000000000001,3.9064467162106746,1,1
3806,17.1,27754.0,4.84,93.6,3,30.8,1.8,2.8,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,0.5800000000000001,1.7285652551240889,1,0
3807,23.6,29328.0,2.3,73.2,1,31.1,5.6,1.91,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,-0.10999999999999988,1.2041821770566645,0,1
3808,20.4,47551.0,6.5,90.3,3,19.6,5.5,1.58,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0.6999999999999997,4.113898013303713,0,0
3809,20.2,46551.0,2.39,75.4,1,8.8,4.8,2.53,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,-0.05999999999999961,0.9446602977853843,0,0
3810,19.4,25000.0,0.94,90.3,0,56.7,6.8,1.17,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,-0.47,0.803411936650114,1,1
3811,22.1,25000.0,3.13,82.2,3,22.7,5.1,3.21,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,-0.029999999999999805,0.9750748440036012,0,0
3812,20.8,26768.0,2.65,86.3,2,10.6,7.0,1.03,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,-0.10999999999999999,2.5727905554315003,0,1
3813,17.4,27246.0,2.36,86.2,2,41.4,6.6,1.52,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,-0.56,1.5526213643331293,1,0
3814,18.7,49861.0,3.05,92.1,2,26.6,4.8,2.44,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,-0.21999999999999975,1.2499948770701759,0,0
3815,18.3,38073.0,6.05,75.1,1,23.3,7.3,1.17,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,-0.2799999999999999,5.170895975248075,0,0
3816,25.6,26873.0,4.84,87.2,2,11.4,3.2,2.47,False,True,True,True,True,False,False,True,False,False,False,False,True,False,False,0.33999999999999986,1.9595062368168548,0,0
3818,17.0,40278.0,4.56,85.9,1,29.8,6.5,2.04,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,0.23999999999999977,2.2352831603766643,0,1
3819,22.9,29718.0,6.73,81.2,3,29.9,6.9,1.21,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.27,5.561937504648722,0,1
3821,22.4,43825.0,4.41,78.6,3,5.8,3.0,2.71,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,0.33000000000000007,1.6273002682646929,0,0
3822,21.3,31118.0,6.43,91.8,1,5.0,5.7,2.55,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.6200000000000001,2.521558738985337,0,0
3823,19.2,27389.0,3.13,77.1,2,11.6,6.8,0.88,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,0.040000000000000036,3.5567777638890465,0,0
3825,20.8,25000.0,3.31,88.9,1,19.9,5.4,3.31,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,-0.3799999999999999,0.9999969788610911,0,0
3826,20.6,25000.0,3.87,89.5,1,39.2,9.1,0.73,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,-0.26999999999999996,5.301297242503528,1,1
3827,17.2,27258.0,5.17,89.4,1,45.9,6.2,3.21,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,-0.18000000000000016,1.6105868829069068,1,0
3828,20.8,25000.0,3.6,84.4,1,31.2,3.5,2.89,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.31999999999999984,1.245670430206124,1,0
3829,20.3,41002.0,5.26,74.8,2,21.8,4.9,1.43,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.15000000000000013,3.678295955972336,0,1
3831,22.7,25000.0,4.62,95.7,0,46.5,6.3,2.3,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,-0.23999999999999977,2.0086869187525274,1,0
3832,19.6,31029.0,2.69,82.4,2,26.5,4.5,3.27,False,True,True,True,True,False,False,False,False,True,False,False,False,False,True,0.20000000000000018,0.8226274537386735,0,0
3833,18.4,51761.0,5.37,84.4,0,5.0,6.1,4.0,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,-0.3999999999999999,1.3424966437583907,0,0
3834,22.2,58101.0,6.42,75.9,1,18.3,1.4,3.48,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,0.16000000000000014,1.844822284993434,0,0
3835,21.6,25000.0,3.85,83.9,3,18.1,6.3,1.69,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,-0.22999999999999998,2.278093029035331,0,0
3836,19.5,31166.0,4.52,86.9,0,43.0,6.2,4.0,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,0.0,1.1299971750070625,0,0
3837,20.5,25000.0,4.98,73.7,1,39.3,3.7,3.24,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0.019999999999999574,1.5370322931102065,1,0
3838,24.0,25000.0,6.44,80.8,0,34.5,1.8,3.11,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,-0.23999999999999977,2.070732891534111,1,0
3839,22.4,43939.0,2.69,89.4,3,16.0,8.5,2.78,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,-0.18999999999999995,0.9676224186243935,0,0
3840,23.1,48677.0,2.41,82.4,2,24.2,5.4,3.44,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,0.10999999999999988,0.7005793587809338,0,0
3841,19.2,47074.0,3.38,79.1,3,38.6,5.6,1.75,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,1.9314175347569442,0,0
3842,19.8,55214.0,4.87,82.1,3,35.3,8.8,1.77,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,-0.3500000000000001,2.7513968847633627,0,0
3843,20.5,25000.0,4.64,78.2,1,41.5,5.0,1.8,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,0.020000000000000018,2.577763456869684,1,0
3844,21.7,71435.0,3.46,92.2,0,42.0,8.8,1.21,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,-0.22999999999999998,2.8594805001611556,0,0
3845,19.6,25000.0,5.65,78.0,0,17.4,5.9,2.82,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,-0.41999999999999993,2.0035389945425726,0,0
3846,21.4,47876.0,3.54,71.9,4,31.5,6.6,2.48,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,-0.3500000000000001,1.4274135991387131,0,0
3847,19.5,25000.0,3.81,95.2,0,38.0,6.3,2.98,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.33999999999999986,1.2785191996000014,1,0
3848,20.5,25000.0,5.77,70.6,2,42.2,4.5,2.67,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,0.18000000000000016,2.161040595353575,1,0
3849,20.0,38305.0,5.19,73.2,1,24.8,2.5,4.0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,0.0,1.2974967562581097,0,0
3851,19.7,25000.0,3.8,80.1,2,19.8,6.4,1.16,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,-0.23999999999999988,3.2758338290187154,0,0
3852,21.3,39866.0,3.62,65.4,5,30.4,4.1,3.29,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,0.16000000000000014,1.1003006069890364,0,1
3853,20.7,27853.0,2.23,92.0,0,51.2,5.0,2.81,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,-0.20000000000000018,0.7935914818808474,1,0
3854,21.2,47730.0,4.37,87.9,0,25.9,3.9,2.17,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,0.050000000000000266,2.0138156045363846,0,0
3855,20.5,26793.0,1.26,86.1,4,21.5,4.5,1.15,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,-0.4899999999999999,1.095642646585682,0,1
3857,20.5,33761.0,6.12,86.8,2,46.8,4.9,1.03,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,-0.030000000000000027,5.941689886505956,0,0
3858,27.8,25000.0,2.92,97.0,1,5.0,4.4,3.44,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,-0.41999999999999993,0.8488347417594716,0,0
3859,20.2,40607.0,4.05,75.8,3,22.0,7.0,1.55,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,0.21999999999999997,2.6128863684750416,0,1
3860,18.0,25000.0,5.29,63.3,0,38.1,3.3,4.0,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,0.0,1.3224966937582658,1,0
3861,19.2,25000.0,2.52,82.7,0,11.2,2.4,4.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0.6299984250039375,0,0
3864,22.8,56307.0,3.87,80.4,0,22.4,5.7,3.17,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,-0.31999999999999984,1.2208163381188073,0,0
3865,22.8,25000.0,2.73,86.2,2,41.3,5.8,2.15,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,-0.16999999999999993,1.2697615359928558,1,1
3866,21.4,30391.0,4.68,82.4,1,40.8,2.7,2.25,True,True,True,True,False,True,False,False,False,False,True,False,True,False,False,-0.28,2.0799907555966417,0,0
3867,19.7,51735.0,4.77,86.0,2,30.3,7.4,1.05,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,0.11999999999999988,4.5428138779630665,0,0
3868,18.9,46920.0,4.57,66.0,0,14.2,7.0,1.11,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,-0.14000000000000012,4.117080026306069,0,1
3869,20.4,39087.0,5.54,95.2,2,19.3,8.4,3.38,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,-0.31000000000000005,1.6390484051822332,0,0
3870,21.5,33033.0,3.21,79.5,3,32.5,5.3,1.91,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,-0.18999999999999995,1.6806194731964754,0,0
3871,18.5,68815.0,4.52,70.9,5,21.6,7.5,0.9,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,-0.17000000000000004,5.0221664203731065,0,1
3872,20.7,49772.0,3.86,95.6,6,22.7,6.7,2.34,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,0.3700000000000001,1.6495656001470078,0,0
3873,20.9,25000.0,5.09,93.0,3,26.5,5.0,1.39,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,-0.08999999999999986,3.6618441593945366,0,0
3874,21.2,25256.0,2.57,79.1,0,18.4,6.2,1.54,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.09999999999999987,1.6688203323355042,0,1
3875,17.0,30252.0,3.85,80.9,3,35.0,4.3,4.0,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,0.0,0.9624975937560157,0,0
3876,22.8,31618.0,6.74,84.1,2,39.0,7.2,1.79,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,-0.16000000000000014,3.7653420930609327,0,0
3877,17.0,27469.0,2.61,75.1,2,19.1,5.0,2.49,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,-0.6400000000000001,1.0481885614917208,0,0
3878,23.8,25000.0,1.39,88.4,0,34.7,6.4,3.03,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,0.2200000000000002,0.45874436057966805,1,0
3879,22.1,25000.0,5.44,78.0,3,37.7,5.9,2.59,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,0.4900000000000002,2.1003779908185685,1,0
3880,19.3,26946.0,2.93,80.9,4,29.1,3.5,3.48,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.029999999999999805,0.841951603587346,0,0
3881,21.0,25000.0,4.27,82.4,3,33.2,5.3,2.25,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,-0.33000000000000007,1.897769343247363,1,0
3882,21.4,25000.0,3.4,82.7,2,30.8,6.1,2.44,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,0.3700000000000001,1.3934369121438026,1,0
3883,22.3,38345.0,3.64,81.8,1,40.3,7.4,2.49,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,0.33999999999999986,1.4618415187087601,0,0
3884,17.0,32451.0,4.16,73.4,4,17.7,3.8,1.93,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,0.78,2.155429246480588,0,0
3885,21.6,52331.0,4.87,89.4,2,28.2,4.3,3.97,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,-0.4400000000000004,1.226697161971884,0,0
3886,21.8,36782.0,2.85,97.5,2,36.4,4.4,2.29,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,0.2999999999999998,1.2445360500609168,0,0
3887,21.8,25000.0,3.04,70.1,1,40.5,7.5,0.86,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,-0.14,3.534842618109092,1,1
3888,19.0,32531.0,2.85,96.5,0,16.1,3.6,2.79,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,-0.26000000000000023,1.0215017150476162,0,0
3889,20.5,25000.0,5.9,76.1,2,16.5,5.6,1.53,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,-0.3600000000000001,3.8561839465101535,0,0
3890,18.4,48568.0,3.73,94.5,3,21.7,5.9,2.41,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,-0.16999999999999993,1.547711420284563,0,0
3891,21.2,63004.0,4.68,88.3,3,46.0,4.6,1.66,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,-0.22999999999999998,2.819260124939006,0,1
3892,21.9,54693.0,4.03,94.0,2,34.9,6.0,2.46,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.08000000000000007,1.6382047227450296,0,0
3893,18.9,56021.0,2.19,74.8,2,5.0,9.2,2.99,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,0.04999999999999982,0.7324390219430703,0,0
3894,20.4,39915.0,5.73,87.5,2,30.2,2.9,3.14,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.13000000000000034,1.8248349527549275,0,1
3895,24.2,25000.0,1.1,90.4,0,47.7,8.5,0.03,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0.17,36.65444851716095,1,1
3896,23.8,25000.0,2.67,87.7,1,17.7,2.1,4.0,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,-0.009999999999999787,0.6674983312541719,0,0
3897,21.4,52703.0,4.77,86.7,2,49.2,6.8,2.75,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,-0.6200000000000001,1.734539147130374,0,0
3898,20.9,48047.0,3.66,83.1,1,43.5,5.5,2.24,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,0.03999999999999959,1.6339212771371554,0,0
3899,22.6,50163.0,3.11,78.9,0,27.0,3.8,2.2,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,-0.3200000000000003,1.413629938045736,0,0
3900,17.6,31855.0,3.94,76.5,1,39.5,7.5,3.42,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.1299999999999999,1.1520434150777337,0,0
3901,21.3,25000.0,4.05,72.2,1,42.2,4.0,2.51,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.5800000000000001,1.6135393882892897,1,0
3902,23.6,25000.0,3.91,70.5,2,32.6,1.0,1.64,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,0.06000000000000005,2.3841318040743653,1,0
3903,20.7,25000.0,2.37,81.1,2,25.5,1.9,2.42,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,0.2400000000000002,0.9793347961372061,0,0
3904,21.1,27857.0,2.24,84.4,2,21.7,2.5,2.3,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,-0.06999999999999984,0.9739088090921345,0,0
3905,22.8,35184.0,5.48,87.4,1,32.9,5.5,2.56,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,0.52,2.1406166382162573,0,0
3906,19.6,25000.0,4.66,75.7,3,39.0,1.8,3.69,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,0.020000000000000018,1.2628692063165141,1,0
3907,23.3,25000.0,3.78,70.3,4,14.0,4.4,3.09,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.1599999999999997,1.22329701198378,0,0
3909,21.9,25000.0,6.18,76.3,2,36.0,6.8,0.65,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,-0.030000000000000027,9.507546037753265,1,1
3910,17.0,25000.0,3.33,69.7,1,38.0,5.1,0.83,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,-0.6799999999999999,4.011999855423429,1,1
3911,22.1,25000.0,4.09,88.3,4,49.4,7.3,1.43,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,-0.34999999999999987,2.860119859301683,1,0
3912,19.5,26213.0,4.36,68.9,2,6.2,4.8,0.36,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,0.45000000000000007,12.110774700702759,0,1
3913,19.9,33755.0,5.09,100.0,2,22.8,6.2,2.96,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,0.33999999999999986,1.719588785173023,0,0
3914,22.7,25000.0,4.38,83.2,1,39.9,6.8,4.0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,0.0,1.0949972625068438,1,0
3915,17.0,26759.0,4.62,83.0,5,36.7,10.0,2.58,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0.23999999999999977,1.7906907337568458,1,0
3916,23.1,35675.0,3.0,94.9,2,42.2,5.9,3.41,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,0.1599999999999997,0.8797628159448212,0,0
3917,23.4,29836.0,4.4,89.5,1,27.0,3.3,4.0,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,-0.45999999999999996,1.099997250006875,0,0
3918,23.6,53396.0,3.11,86.4,3,33.2,5.5,2.52,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,0.25,1.2341220868171157,0,0
3920,19.6,29800.0,2.22,73.0,5,26.4,5.2,1.42,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,0.010000000000000009,1.5633692720473802,0,1
3921,20.4,44434.0,5.15,78.8,3,39.1,7.2,1.12,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,-0.2500000000000001,4.598173230596155,0,0
3922,19.2,46874.0,6.8,80.5,5,38.9,7.4,3.15,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,-0.14000000000000012,2.1587233056402995,0,1
3923,20.6,25000.0,4.26,80.6,3,18.9,7.9,3.35,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,0.08000000000000007,1.2716379951104622,0,0
3924,22.8,65055.0,4.22,78.3,1,33.1,4.0,2.67,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,0.3700000000000001,1.5805184250246254,0,0
3925,20.6,25000.0,4.38,75.8,2,41.5,7.3,2.9,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,0.41000000000000014,1.5103396195185534,1,1
3926,19.5,25000.0,5.14,85.1,1,37.5,5.8,3.84,True,True,True,True,False,False,True,False,False,True,False,False,True,False,False,-0.06000000000000005,1.338538180890154,1,0
3927,21.9,25000.0,3.37,82.2,3,41.4,9.4,1.65,True,True,True,True,False,False,True,False,False,False,True,True,False,False,False,0.27,2.0424118641705205,1,1
3928,19.9,25000.0,3.83,97.2,0,36.5,3.0,3.71,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0.29000000000000004,1.0323422308834747,1,0
3929,17.9,35876.0,4.28,73.0,0,15.0,7.0,3.26,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.07000000000000028,1.3128794083453732,0,0
3930,19.8,25000.0,3.08,81.5,3,7.5,4.8,1.61,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.1100000000000001,1.9130315960770428,0,0
3931,25.1,25000.0,2.92,88.9,1,11.8,6.8,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0,291999.99999999994,0,0
3932,17.6,40130.0,3.96,88.2,2,16.7,5.4,2.97,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,0.21999999999999975,1.3333288440106261,0,1
3933,21.5,25000.0,1.96,82.2,1,13.3,3.1,3.45,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.23999999999999977,0.5681142953208831,0,0
3934,17.6,25286.0,4.68,78.6,5,35.5,6.5,1.55,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,0.17999999999999994,3.019335359126715,1,0
3935,17.4,40250.0,4.68,85.0,1,50.5,2.0,1.41,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,0.1200000000000001,3.319125396273785,0,0
3936,21.1,25000.0,2.49,100.0,2,44.4,5.1,2.2,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,0.20999999999999996,1.1318130372134672,1,0
3937,17.3,25000.0,3.26,75.5,1,49.7,5.8,2.29,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.20000000000000018,1.4235745695433644,1,0
3938,22.7,38859.0,3.06,87.4,3,56.1,5.2,2.33,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,0.1499999999999999,1.313299084553285,0,0
3939,20.5,25000.0,3.6,83.6,2,29.9,3.6,0.99,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,-0.010000000000000009,3.6363269057888306,0,0
3940,22.8,25000.0,1.95,91.5,2,42.9,7.3,1.13,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,-0.2799999999999999,1.7256484455889771,1,0
3941,20.5,30496.0,3.27,86.4,3,46.8,6.2,2.1,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,0.18999999999999995,1.55713544221218,0,0
3943,17.7,25000.0,4.98,87.4,1,33.1,6.0,0.03,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,-0.03,165.94468510496503,1,1
3944,21.3,49064.0,6.55,72.1,2,23.3,7.1,0.74,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,-0.29,8.85123174011162,0,0
3945,17.0,25000.0,3.27,70.9,0,31.1,4.4,2.07,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,0.14000000000000012,1.5797025135144276,1,0
3946,20.7,44408.0,3.15,86.6,5,15.5,6.0,2.97,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0.5899999999999999,1.060602489553907,0,0
3947,20.6,47341.0,2.89,72.2,7,26.5,4.6,1.5,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,-0.17999999999999994,1.9266538223078513,0,1
3948,20.6,25000.0,5.99,88.1,6,32.3,6.2,1.38,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,0.15000000000000013,4.34054825689669,1,0
3950,20.2,25000.0,2.9,90.4,1,36.1,5.2,1.55,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,-0.17000000000000015,1.8709556712537336,1,1
